obs,wave,ageDiff,int_corr,imprace,samerace,match,dec,dec_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,goal,exphappy,expnum,attr,sinc,intel,fun,amb,shar,like,prob,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,you_call,them_cal,numdat_3
987,3,5,-0.01,7,0,0,0,1,10,25,25,10,10,20,6,6,7,6,5,4,5,3,,6,2,4,3,7,6,6,5,5,3,1,50,10,10,25,5,0,,,
988,3,1,-0.63,7,0,0,0,0,17,17,17,17,17,15,7,7,7,8,8,5,6,6,2,6,2,4,6,8,7,7,6,5,6,5,50,10,10,25,5,0,,,
989,3,2,-0.06,3,1,0,0,0,17,18,18,15,17,15,3,10,7,3,5,2,3,3,2,5,9,2,8,10,8,8,10,5,7,1,40,0,20,40,0,0,0,0,
990,3,3,0.34,3,1,0,0,0,10,20,20,20,15,15,8,9,10,10,9,10,9,8,3,5,9,2,7,6,6,8,6,5,5,2,40,0,20,40,0,0,0,0,
991,3,25,,3,0,1,1,1,,,,,,,6,5,9,4,8,5,5,8,2,5,9,2,8,8,7,8,5,9,7,6,40,0,20,40,0,0,0,0,
992,3,25,,3,0,0,0,0,,,,,,,0,2,3,0,5,0,0,2,2,5,9,2,7,7,7,2,3,2,3,1,40,0,20,40,0,0,0,0,
993,3,4,0.41,3,0,0,0,1,5,20,25,15,15,20,9,10,10,9,10,8,8,8,2,5,9,2,6,8,8,7,7,5,5,1,40,0,20,40,0,0,0,0,
994,3,3,0.53,3,1,0,0,0,15,15,20,15,15,20,5,8,8,8,7,4,7,5,2,5,9,2,5,9,10,7,8,7,7,6,40,0,20,40,0,0,0,0,
995,3,1,0.21,3,0,1,1,1,30,10,20,20,10,10,6,8,8,7,7,8,7,7,2,5,9,2,10,9,9,9,7,8,9,6,40,0,20,40,0,0,0,0,
996,3,1,0.59,3,0,0,0,0,5,15,45,25,0,10,3,8,8,7,8,3,5,5,2,5,9,2,7,8,7,7,3,5,6,3,40,0,20,40,0,0,0,0,
997,3,2,0.15,3,0,0,1,0,10,25,25,10,10,20,6,6,6,5,6,4,5,4,2,5,9,2,8,7,7,9,6,8,8,7,40,0,20,40,0,0,0,0,
998,3,2,0.35,3,0,0,0,0,17,17,17,17,17,15,7,7,7,7,7,5,6,6,2,5,9,2,7,9,8,9,5,6,6,3,40,0,20,40,0,0,0,0,
999,3,1,0.37,3,0,0,1,0,17,18,18,15,17,15,3,10,9,2,9,3,3,6,2,6,5,1,8,6,6,7,7,5,6,5,20,20,15,20,5,20,,,
1000,3,2,0.23,3,0,0,1,0,10,20,20,20,15,15,8,8,10,10,9,7,8,8,2,6,5,1,6,8,7,6,5,5,6,5,20,20,15,20,5,20,,,
1001,3,24,,3,0,0,1,0,,,,,,,5,5,9,5,5,4,4,8,2,6,5,1,7,6,6,6,8,5,6,5,20,20,15,20,5,20,,,
1002,3,24,,3,0,0,0,0,,,,,,,,,,,,,,,,6,5,1,,,,,,,,,20,20,15,20,5,20,,,
1003,3,5,0.29,3,1,0,1,0,5,20,25,15,15,20,2,10,10,5,,5,7,3,2,6,5,1,5,6,7,6,5,5,5,5,20,20,15,20,5,20,,,
1004,3,4,0.28,3,0,1,1,1,15,15,20,15,15,20,6,8,8,8,8,5,7,4,2,6,5,1,6,7,8,6,5,7,6,6,20,20,15,20,5,20,,,
1005,3,2,0.26,3,0,0,1,0,30,10,20,20,10,10,7,7,8,6,8,6,6,7,2,6,5,1,6,5,6,4,5,5,6,5,20,20,15,20,5,20,,,
1006,3,0,0.16,3,0,0,0,0,5,15,45,25,0,10,3,7,4,2,3,2,3,5,2,6,5,1,5,6,6,7,6,5,5,5,20,20,15,20,5,20,,,
1007,3,3,-0.17,3,0,1,1,1,10,25,25,10,10,20,8,6,8,5,8,5,6,5,2,6,5,1,6,6,7,5,6,5,6,7,20,20,15,20,5,20,,,
1008,3,1,0.5,3,1,0,1,0,17,17,17,17,17,15,5,8,7,6,8,5,5,4,2,6,5,1,6,7,6,8,6,5,6,7,20,20,15,20,5,20,,,
1009,4,6,0.21,5,0,1,1,1,20,20,20,10,10,20,6,6,6,7,7,6,7,7,2,2,6,4,5,5,5,10,8,,5,5,30,0,40,30,0,0,2,2,
1010,4,8,-0.18,5,1,0,0,0,18,18,18,19,13,14,6,6,7,8,4,6,5,4,2,2,6,4,4,5,5,4,6,,2,2,30,0,40,30,0,0,2,2,
1011,4,8,0.65,5,0,0,0,1,10,20,20,22,6,22,6,7,7,8,,,7,7,,2,6,4,2,10,4,4,4,,2,2,30,0,40,30,0,0,2,2,
1012,4,5,0.08,5,1,0,1,0,50,7,20,23,0,0,4,6,7,7,7,7,4,7,2,2,6,4,10,8,10,8,,,10,7,30,0,40,30,0,0,2,2,
1013,4,5,0.24,5,1,0,0,1,40,20,15,20,0,5,10,10,10,,,,10,2,2,2,6,4,2,10,5,2,,,2,2,30,0,40,30,0,0,2,2,
1014,4,6,0.71,5,1,0,1,0,30,30,20,10,10,0,4,7,8,5,7,3,6,9,2,2,6,4,6,8,8,6,8,,2,2,30,0,40,30,0,0,2,2,
1015,4,4,0.51,5,0,0,0,0,20,25,25,15,5,10,4,7,8,7,7,4,5,5,2,2,6,4,1,10,,,,,1,1,30,0,40,30,0,0,2,2,
1016,4,12,0.15,5,0,0,0,1,40,8,10,12,10,20,7,7,8,8,,6,7,4,2,2,6,4,1,10,5,,,,2,2,30,0,40,30,0,0,2,2,
1017,4,2,0.02,5,1,0,0,1,30,10,30,20,10,0,5,7,8,10,6,9,8,8,2,2,6,4,1,,8,1,,3,2,2,30,0,40,30,0,0,2,2,
1018,4,8,-0.05,5,1,0,0,0,40,5,20,10,10,15,6,8,9,7,7,7,7,5,2,2,6,4,6,,5,,10,,2,2,30,0,40,30,0,0,2,2,
1019,4,7,0.19,5,1,0,0,0,20,15,25,15,20,5,6,8,7,6,6,5,6,5,2,2,6,4,2,3,5,5,,,2,2,30,0,40,30,0,0,2,2,
1020,4,9,0.02,5,0,1,1,1,30,15,20,20,0,5,7,7,8,9,8,7,7,4,2,2,6,4,5,7,8,8,,,5,5,30,0,40,30,0,0,2,2,
1021,4,12,0.06,5,0,0,1,0,10,20,35,10,5,20,8,3,7,8,4,,3,2,2,2,6,4,4,8,8,6,6,,5,5,30,0,40,30,0,0,2,2,
1022,4,13,0.36,5,1,1,1,1,19,24,21,23,5,8,9,9,9,9,9,9,9,9,2,2,6,4,8,6,7,10,,8,10,5,30,0,40,30,0,0,2,2,
1023,4,10,0.32,5,1,0,1,0,10,20,35,20,0,15,7,7,8,7,5,8,6,5,2,2,6,4,5,5,5,5,8,8,5,5,30,0,40,30,0,0,2,2,
1024,4,9,0.63,5,0,1,1,1,15,10,30,10,5,30,8,10,8,8,8,7,8,5,2,2,6,4,5,5,6,10,7,,5,5,30,0,40,30,0,0,2,2,
1025,4,6,0.53,5,1,1,1,1,20,20,15,15,5,25,6,6,8,8,7,3,7,6,2,2,6,4,5,5,6,7,6,,5,5,30,0,40,30,0,0,2,2,
1026,4,7,0.43,5,0,0,1,0,20,20,20,20,10,10,3,4,8,8,6,4,5,5,2,2,6,4,2,8,8,,,,5,5,30,0,40,30,0,0,2,2,
1027,4,6,0.56,2,0,1,1,1,20,20,20,10,10,20,8,8,7,7,7,5,7,7,2,1,6,4,4,7,8,10,7,7,8,4,30,15,15,20,5,15,0,4,
1028,4,4,-0.2,2,1,0,0,0,18,18,18,19,13,14,4,6,5,6,5,5,4,4,2,1,6,4,4,6,6,6,5,7,4,6,30,15,15,20,5,15,0,4,
1029,4,4,0.28,2,0,0,0,0,10,20,20,22,6,22,7,7,7,6,,,7,5,2,1,6,4,4,6,7,4,6,2,4,1,30,15,15,20,5,15,0,4,
1030,4,7,-0.05,2,1,1,1,1,50,7,20,23,0,0,6,9,9,9,6,6,6,4,2,1,6,4,6,5,6,7,6,7,6,4,30,15,15,20,5,15,0,4,
1031,4,17,0.16,2,1,1,1,1,40,20,15,20,0,5,10,10,10,,,,10,2,2,1,6,4,8,9,9,6,7,5,8,5,30,15,15,20,5,15,0,4,
1032,4,6,0.55,2,1,1,1,1,30,30,20,10,10,0,8,8,9,8,8,9,8,9,2,1,6,4,10,7,8,7,9,9,10,5,30,15,15,20,5,15,0,4,
1033,4,8,0.45,2,0,0,0,0,20,25,25,15,5,10,8,7,6,5,5,4,5,4,2,1,6,4,4,6,6,4,,,4,7,30,15,15,20,5,15,0,4,
1034,4,0,-0.21,2,0,0,0,0,40,8,10,12,10,20,7,,6,5,,,6,3,2,1,6,4,3,5,6,3,,2,3,6,30,15,15,20,5,15,0,4,
1035,4,10,0,2,1,0,1,0,30,10,30,20,10,0,4,5,6,6,6,6,5,6,2,1,6,4,6,7,6,7,4,6,7,6,30,15,15,20,5,15,0,4,
1036,4,4,0.15,2,1,0,1,0,40,5,20,10,10,15,6,7,7,7,7,5,6,4,2,1,6,4,9,7,7,10,8,7,8,5,30,15,15,20,5,15,0,4,
1037,4,5,0.63,2,1,0,0,0,20,15,25,15,20,5,6,6,6,6,6,7,7,4,2,1,6,4,6,6,5,5,5,6,4,3,30,15,15,20,5,15,0,4,
1038,4,3,-0.28,2,0,1,1,1,30,15,20,20,0,5,8,7,8,8,7,7,7,3,2,1,6,4,7,7,8,10,9,8,9,5,30,15,15,20,5,15,0,4,
1039,4,0,-0.11,2,0,0,0,1,10,20,35,10,5,20,7,5,7,6,4,,8,5,2,1,6,4,5,6,7,5,6,4,4,5,30,15,15,20,5,15,0,4,
1040,4,1,0.63,2,1,1,1,1,19,24,21,23,5,8,6,8,8,8,9,7,6.5,7,2,1,6,4,9,9,9,10,9,10,10,7,30,15,15,20,5,15,0,4,
1041,4,2,0.41,2,1,0,1,0,10,20,35,20,0,15,9,6,7,6,5,3,5,2,2,1,6,4,9,7,7,9,6,5,8,6,30,15,15,20,5,15,0,4,
1042,4,3,0.56,2,0,0,0,1,15,10,30,10,5,30,7,10,8,7,5,4,7,5,2,1,6,4,6,7,7,6,7,7,7,4,30,15,15,20,5,15,0,4,
1043,4,6,0.76,2,1,0,1,0,20,20,15,15,5,25,6,7,8,6,9,8,5,3,2,1,6,4,8,9,8,9,9,8,8,4,30,15,15,20,5,15,0,4,
1044,4,5,0.29,2,0,0,0,0,20,20,20,20,10,10,6,7,7,5,6,5,5,5,2,1,6,4,4,6,7,4,5,2,3,2,30,15,15,20,5,15,0,4,
1045,4,5,0.69,1,0,0,0,0,20,20,20,10,10,20,7,5,6,6,5,3,5,3,2,2,7,0,4,2,9,2,10,2,5,1,25,25,10,5,10,25,2,0,
1046,4,3,-0.16,1,0,0,0,0,18,18,18,19,13,14,5,6,7,4,4,6,4,3,2,2,7,0,2,4,9,4,9,6,5,1,25,25,10,5,10,25,2,0,
1047,4,3,0.55,1,1,0,0,0,10,20,20,22,6,22,6,6,6,6,6,,6,6,2,2,7,0,2,5,9,2,9,2,7,2,25,25,10,5,10,25,2,0,
1048,4,6,0.14,1,0,0,0,0,50,7,20,23,0,0,8,7,8,7,6,5,6,5,2,2,7,0,9,5,9,,,2,4,1,25,25,10,5,10,25,2,0,
1049,4,16,0.29,1,0,0,0,1,40,20,15,20,0,5,10,10,10,,,,10,3,2,2,7,0,7,9,9,2,9,2,7,2,25,25,10,5,10,25,2,0,
1050,4,5,0.43,1,0,0,1,0,30,30,20,10,10,0,4,4,3,4,2,4,5,5,2,2,7,0,7,9,9,9,,9,8,2,25,25,10,5,10,25,2,0,
1051,4,7,0.38,1,0,0,0,1,20,25,25,15,5,10,8,8,7,7,8,8,7,6,2,2,7,0,2,9,9,4,,,5,1,25,25,10,5,10,25,2,0,
1052,4,1,-0.13,1,0,0,0,0,40,8,10,12,10,20,7,,6,5,,,6,2,2,2,7,0,2,9,9,2,9,2,5,2,25,25,10,5,10,25,2,0,
1053,4,9,0.07,1,0,0,0,0,30,10,30,20,10,0,5,5,6,3,6,5,5,5,2,2,7,0,3,8,8,,,8,8,2,25,25,10,5,10,25,2,0,
1054,4,3,0.21,1,0,0,1,0,40,5,20,10,10,15,6,7,6,6,6,6,6,4,2,2,7,0,5,9,9,,,,7,2,25,25,10,5,10,25,2,0,
1055,4,4,0.59,1,0,0,0,0,20,15,25,15,20,5,6,8,6,6,4,4,5,2,2,2,7,0,9,5,9,9,9,5,7,1,25,25,10,5,10,25,2,0,
1056,4,2,-0.2,1,0,0,1,0,30,15,20,20,0,5,5,8,8,6,4,6,5,2,2,2,7,0,7,9,9,7,9,7,7,1,25,25,10,5,10,25,2,0,
1057,4,1,0.09,1,1,1,1,1,10,20,35,10,5,20,10,10,10,8,8,,8,2,2,2,7,0,5,9,9,,,,9,1,25,25,10,5,10,25,2,0,
1058,4,2,0.65,1,0,1,1,1,19,24,21,23,5,8,6.5,7,6.5,5,5,5,5.5,5,2,2,7,0,9,9,9,9,9,9,10,1,25,25,10,5,10,25,2,0,
1059,4,1,0.51,1,0,0,0,0,10,20,35,20,0,15,7,7,5,5,4,3,5,3,2,2,7,0,7,4,7,2,2,2,5,1,25,25,10,5,10,25,2,0,
1060,4,2,0.59,1,0,1,1,1,15,10,30,10,5,30,7,10,8,8,8,3,7,5,2,2,7,0,7,10,10,6,10,6,9,3,25,25,10,5,10,25,2,0,
1061,4,5,0.79,1,0,0,0,0,20,20,15,15,5,25,5,5,7,4,6,,4,2,2,2,7,0,2,2,5,2,,8,2,1,25,25,10,5,10,25,2,0,
1062,4,4,0.56,1,0,0,0,0,20,20,20,20,10,10,4,4,5,2,2,3,3,3,2,2,7,0,5,5,9,,9,,8,2,25,25,10,5,10,25,2,0,
1063,4,2,0.27,8,1,0,0,0,20,20,20,10,10,20,7,7,8,8,6,9,8,6,2,2,5,3,5,6,7,6,9,5,5,5,,,,,,,,,
1064,4,0,-0.04,8,0,0,0,0,18,18,18,19,13,14,4,7,7,6,5,5,5,3,2,2,5,3,5,6,6,5,5,4,5,5,,,,,,,,,
1065,4,0,0.49,8,0,0,0,1,10,20,20,22,6,22,8,9,9,9,8,8,9,8,1,2,5,3,7,7,7,5,5,5,7,5,,,,,,,,,
1066,4,3,-0.27,8,0,0,1,0,50,7,20,23,0,0,5,7,8,6,7,7,6,6,2,2,5,3,7,7,7,7,7,7,7,5,,,,,,,,,
1067,4,13,0.13,8,0,0,0,1,40,20,15,20,0,5,10,10,10,,,,10,3,2,2,5,3,2,2,2,2,2,2,2,2,,,,,,,,,
1068,4,2,0.9,8,0,0,0,1,30,30,20,10,10,0,6,7,8,8,8,9,8,9,2,2,5,3,7,7,7,7,7,7,7,5,,,,,,,,,
1069,4,4,0.56,8,0,0,0,0,20,25,25,15,5,10,4,8,8,8,6,4,6,4,2,2,5,3,4,6,6,6,6,4,5,5,,,,,,,,,
1070,4,4,0.35,8,1,0,0,1,40,8,10,12,10,20,6,8,8,6,,,7,6,2,2,5,3,4,6,6,5,5,5,5,5,,,,,,,,,
1071,4,6,-0.15,8,0,0,0,0,30,10,30,20,10,0,4,4,4,4,6,3,4,4,2,2,5,3,2,2,2,2,2,2,2,2,,,,,,,,,
1072,4,0,-0.18,8,0,0,0,0,40,5,20,10,10,15,5,7,8,6,7,6,6,5,2,2,5,3,5,5,5,5,5,5,5,5,,,,,,,,,
1073,4,1,0.42,8,0,1,1,1,20,15,25,15,20,5,6,8,7,7,7,4,8,6,2,2,5,3,,6,7,8,6,7,7,6,,,,,,,,,
1074,4,1,0.03,8,0,0,1,0,30,15,20,20,0,5,5,9,8,9,5,6,5,2,2,2,5,3,6,6,6,6,6,6,6,5,,,,,,,,,
1075,4,4,0.24,8,0,0,0,1,10,20,35,10,5,20,8,10,10,6,9,8,9,2,2,2,5,3,5,5,5,5,5,5,5,5,,,,,,,,,
1076,4,5,0.52,8,0,1,1,1,19,24,21,23,5,8,6,8,9,7,6,5,6,5,2,2,5,3,5,7,7,7,5,6,6,5,,,,,,,,,
1077,4,2,0.6,8,0,1,1,1,10,20,35,20,0,15,7,8,7,7,4,7,7,5,1,2,5,3,6,6,6,6,6,6,7,5,,,,,,,,,
1078,4,1,0.8,8,1,0,0,1,15,10,30,10,5,30,7,10,7,7,7,5,7,5,2,2,5,3,5,5,5,5,5,5,5,5,,,,,,,,,
1079,4,2,0.54,8,0,0,0,0,20,20,15,15,5,25,5,8,9,8,6,,5,2,2,2,5,3,4,4,4,4,4,4,4,4,,,,,,,,,
1080,4,1,0.4,8,1,0,0,0,20,20,20,20,10,10,3,6,5,5,3,7,5,4,2,2,5,3,6,6,6,6,6,6,7,5,,,,,,,,,
1081,4,1,0.61,3,1,0,0,0,20,20,20,10,10,20,6,7,7,7,7,5,5,5,2,1,7,10,1,,8,7,,7,5,5,30,10,20,20,10,10,0,1,
1082,4,1,0.31,3,0,0,0,0,18,18,18,19,13,14,5,8,7,5,6,4,5,3,2,1,7,10,7,9,9,8,9,8,8,8,30,10,20,20,10,10,0,1,
1083,4,1,-0.36,3,0,0,0,0,10,20,20,22,6,22,6,7,7,6,,,6,7,,1,7,10,6,7,8,7,8,7,7,8,30,10,20,20,10,10,0,1,
1084,4,2,0.23,3,0,0,1,0,50,7,20,23,0,0,4,6,7,4,6,6,4,5,2,1,7,10,8,8,8,8,,8,8,7,30,10,20,20,10,10,0,1,
1085,4,12,0.25,3,0,0,0,1,40,20,15,20,0,5,10,10,10,,,,8,3,2,1,7,10,6,7,7,6,6,5,6,6,30,10,20,20,10,10,0,1,
1086,4,1,0.14,3,0,0,1,0,30,30,20,10,10,0,5,4,6,7,5,5,6,6,2,1,7,10,8,8,8,8,7,7,7,2,30,10,20,20,10,10,0,1,
1087,4,3,0.54,3,0,0,0,0,20,25,25,15,5,10,6,9,8,7,8,4,6,2,2,1,7,10,6,8,8,7,8,7,7,7,30,10,20,20,10,10,0,1,
1088,4,5,-0.35,3,1,0,0,1,40,8,10,12,10,20,6,8,7,,,,7,6,2,1,7,10,6,8,7,6,8,6,7,8,30,10,20,20,10,10,0,1,
1089,4,5,0.06,3,0,1,1,1,30,10,30,20,10,0,10,9,8,7,7,10,10,5,1,1,7,10,8,8,8,8,8,9,9,8,30,10,20,20,10,10,0,1,
1090,4,1,0.38,3,0,0,1,0,40,5,20,10,10,15,7,8,8,6,7,6,6,5,2,1,7,10,7,8,8,8,8,8,7,7,30,10,20,20,10,10,0,1,
1091,4,0,-0.12,3,0,0,1,0,20,15,25,15,20,5,6,9,8,6,7,4,8,5,1,1,7,10,8,8,8,6,8,7,7,7,30,10,20,20,10,10,0,1,
1092,4,2,0.31,3,0,1,1,1,30,15,20,20,0,5,6,9,9,6,5,7,5,1,2,1,7,10,8,8,9,9,8,8,9,8,30,10,20,20,10,10,0,1,
1093,4,5,0.05,3,0,0,0,0,10,20,35,10,5,20,8,10,7,3,10,4,5,3,2,1,7,10,7,9,8,8,8,,7,6,30,10,20,20,10,10,0,1,
1094,4,6,0.07,3,0,0,0,0,19,24,21,23,5,8,6,8,8,5.5,6,2,5,6.5,2,1,7,10,6,9,8,8,9,8,7,9,30,10,20,20,10,10,0,1,
1095,4,3,0.31,3,0,0,1,0,10,20,35,20,0,15,6,8,8,7,6,2,6,6,2,1,7,10,8,8,8,8,8,8,8,8,30,10,20,20,10,10,0,1,
1096,4,2,0.34,3,1,1,1,1,15,10,30,10,5,30,7,10,7,7,7,5,7,5,2,1,7,10,8,8,8,8,8,8,8,8,30,10,20,20,10,10,0,1,
1097,4,1,0.17,3,0,0,0,0,20,20,15,15,5,25,6,8,8,6,9,,5,2,2,1,7,10,6,,8,8,8,8,8,7,30,10,20,20,10,10,0,1,
1098,4,0,0.07,3,1,0,0,0,20,20,20,20,10,10,5,5,6,3,5,5,4,4,2,1,7,10,7,9,8,8,9,8,8,8,30,10,20,20,10,10,0,1,
1099,4,0,0.6,6,0,0,0,1,20,20,20,10,10,20,9,8,8,8,8,6,8,6,2,5,5,6,2,10,10,8,10,6,8,8,30,20,15,15,10,10,0,2,
1100,4,2,-0.21,6,1,0,0,1,18,18,18,19,13,14,6,6,6,8,6,7,6,5,2,5,5,6,3,7,7,5,7,6,6,8,30,20,15,15,10,10,0,2,
1101,4,2,0.37,6,0,0,0,1,10,20,20,22,6,22,7,7,7,8,,,8,6,2,5,5,6,2,6,8,4,7,4,5,6,30,20,15,15,10,10,0,2,
1102,4,1,-0.04,6,1,0,0,0,50,7,20,23,0,0,7,7,8,7,8,7,6,7,2,5,5,6,8,8,9,8,7,6,6,5,30,20,15,15,10,10,0,2,
1103,4,11,0.22,6,1,0,0,1,40,20,15,20,0,5,10,10,10,,,,10,2,2,5,5,6,7,6,6,4,6,3,5,2,30,20,15,15,10,10,0,2,
1104,4,0,0.61,6,1,1,1,1,30,30,20,10,10,0,8,7,7,5,5,8,9,9,2,5,5,6,8,8,8,7,9,8,9,7,30,20,15,15,10,10,0,2,
1105,4,2,0.65,6,0,0,0,1,20,25,25,15,5,10,9,8,9,9,9,8,8,3,2,5,5,6,3,8,8,6,7,5,7,8,30,20,15,15,10,10,0,2,
1106,4,6,0.04,6,0,0,0,1,40,8,10,12,10,20,8,8,7,7,,,7,5,2,5,5,6,3,8,9,2,9,2,4,3,30,20,15,15,10,10,0,2,
1107,4,4,0.11,6,1,0,0,1,30,10,30,20,10,0,10,9,7,8,8,9,9,5,2,5,5,6,2,8,10,1,7,1,2,5,30,20,15,15,10,10,0,2,
1108,4,2,0.2,6,1,0,0,1,40,5,20,10,10,15,8,8,8,8,8,8,8,7,2,5,5,6,4,9,8,6,7,6,7,8,30,20,15,15,10,10,0,2,
1109,4,1,0.53,6,1,1,1,1,20,15,25,15,20,5,8,6,7,7,7,6,8,4,2,5,5,6,6,8,8,8,4,7,8,8,30,20,15,15,10,10,0,2,
1110,4,3,-0.02,6,0,0,0,1,30,15,20,20,0,5,8,7,9,8,10,5,7,1,2,5,5,6,9,9,9,8,2,7,7,7,30,20,15,15,10,10,0,2,
1111,4,6,0.09,6,0,0,0,0,10,20,35,10,5,20,9,5,6,3,10,9,3,7,2,5,5,6,4,9,8,9,8,3,7,2,30,20,15,15,10,10,0,2,
1112,4,7,0.51,6,1,0,0,1,19,24,21,23,5,8,10,9,9,9,9,8,9,7,2,5,5,6,2,7,6,8,6,4,8,10,30,20,15,15,10,10,0,2,
1113,4,4,0.55,6,1,1,1,1,10,20,35,20,0,15,8,7,6,7,6,6,7,5,2,5,5,6,7,7,7,8,7,7,8,9,30,20,15,15,10,10,0,2,
1114,4,3,0.6,6,0,0,0,1,15,10,30,10,5,30,8,10,8,6,8,5,8,5,2,5,5,6,6,9,8,8,8,7,7,7,30,20,15,15,10,10,0,2,
1115,4,0,0.67,6,1,0,0,0,20,20,15,15,5,25,5,5,8,5,10,5,4,2,2,5,5,6,6,6,7,6,7,6,6,2,30,20,15,15,10,10,0,2,
1116,4,1,0.46,6,0,0,0,0,20,20,20,20,10,10,4,4,7,6,8,3,4,2,2,5,5,6,4,9,9,6,7,5,6,8,30,20,15,15,10,10,0,2,
1117,4,3,0.29,2,0,1,1,1,20,20,20,10,10,20,9,9,8,8,6,6,8,7,2,1,7,2,7,7,10,10,9,8,8,8,15,20,20,20,10,15,1,3,
1118,4,1,-0.25,2,0,0,0,0,18,18,18,19,13,14,4,6,5,6,5,4,4,6,2,1,7,2,4,8,7,5,7,4,6,7,15,20,20,20,10,15,1,3,
1119,4,1,0.56,2,0,0,0,1,10,20,20,22,6,22,7,8,8,8,,,8,8,2,1,7,2,5,10,8,8,9,7,8,8,15,20,20,20,10,15,1,3,
1120,4,4,0.1,2,0,0,0,0,50,7,20,23,0,0,5,6,6,5,6,7,5,6,2,1,7,2,8,9,10,7,8,8,7,7,15,20,20,20,10,15,1,3,
1121,4,14,0.2,2,0,0,0,1,40,20,15,20,0,5,10,10,10,,,,10,4,2,1,7,2,7,10,7,7,8,6,9,7,15,20,20,20,10,15,1,3,
1122,4,3,0.66,2,0,1,1,1,30,30,20,10,10,0,4,8,7,4,3,2,8,8,2,1,7,2,8,8,10,10,10,10,9,8,15,20,20,20,10,15,1,3,
1123,4,5,0.43,2,1,0,1,0,20,25,25,15,5,10,6,9,9,8,8,7,7,5,2,1,7,2,5,10,10,9,10,8,9,8,15,20,20,20,10,15,1,3,
1124,4,3,0.19,2,0,0,0,1,40,8,10,12,10,20,9,8,8,9,7,8,9,6,2,1,7,2,5,10,10,8,8,7,9,8,15,20,20,20,10,15,1,3,
1125,4,7,-0.01,2,0,0,0,1,30,10,30,20,10,0,6,5,8,9,8,5,7,7,2,1,7,2,4,10,9,6,8,6,7,8,15,20,20,20,10,15,1,3,
1126,4,1,0.06,2,0,0,0,0,40,5,20,10,10,15,6,7,6,6,6,3,5,4,2,1,7,2,6,8,8,8,9,7,7,7,15,20,20,20,10,15,1,3,
1127,4,2,0.52,2,0,0,0,1,20,15,25,15,20,5,7,8,7,8,6,5,7,7,2,1,7,2,8,9,9,7,8,7,8,7,15,20,20,20,10,15,1,3,
1128,4,0,-0.08,2,0,1,1,1,30,15,20,20,0,5,8,7,7,6,7,6,7,4,2,1,7,2,7,9,9,10,9,8,9,8,15,20,20,20,10,15,1,3,
1129,4,3,0.04,2,0,0,0,0,10,20,35,10,5,20,6,10,5,5,3,,6,6,2,1,7,2,5,10,9,8,9,7,8,8,15,20,20,20,10,15,1,3,
1130,4,4,0.71,2,0,1,1,1,19,24,21,23,5,8,8,8,8,8,7,7.5,8.5,6.5,2,1,7,2,7,10,9,10,8,9,10,8,15,20,20,20,10,15,1,3,
1131,4,1,0.56,2,0,0,1,0,10,20,35,20,0,15,6,7,6,7,5,4,6,4,2,1,7,2,7,10,10,10,8,10,8,8,15,20,20,20,10,15,1,3,
1132,4,0,0.66,2,0,1,1,1,15,10,30,10,5,30,7,10,8,8,7,5,8,5,2,1,7,2,6,10,10,8,8,8,9,8,15,20,20,20,10,15,1,3,
1133,4,3,0.76,2,0,0,0,0,20,20,15,15,5,25,6,8,9,8,6,7,5,5,2,1,7,2,7,8,8,9,8,6,8,7,15,20,20,20,10,15,1,3,
1134,4,2,0.61,2,0,0,0,0,20,20,20,20,10,10,5,6,5,5,5,3,5,4,2,1,7,2,6,10,9,8,8,7,8,8,15,20,20,20,10,15,1,3,
1135,4,7,0.54,1,0,0,0,1,20,20,20,10,10,20,7,7,7,7,7,5,6,5,2,2,6,3,4,6,7,6,9,8,5,3,10,25,20,15,10,20,0,0,
1136,4,9,0.03,1,0,0,0,1,18,18,18,19,13,14,7,7,8,6,7,5,6,5,2,2,6,3,5,6,8,7,8,8,6,4,10,25,20,15,10,20,0,0,
1137,4,9,0.32,1,1,0,0,0,10,20,20,22,6,22,7,7,7,6,6,,7,6,2,2,6,3,4,8,8,5,7,6,5,2,10,25,20,15,10,20,0,0,
1138,4,6,0.04,1,0,0,0,1,50,7,20,23,0,0,7,6,7,6,8,4,6,,2,2,6,3,8,6,7,7,7,6,5,4,10,25,20,15,10,20,0,0,
1139,4,4,0.26,1,0,0,0,1,40,20,15,20,0,5,10,10,10,,,,10,3,2,2,6,3,5,6,7,4,5,4,5,2,10,25,20,15,10,20,0,0,
1140,4,7,0.79,1,0,1,1,1,30,30,20,10,10,0,6,7,8,8,9,9,9,9,2,2,6,3,8,7,8,8,8,7,7,4,10,25,20,15,10,20,0,0,
1141,4,5,0.58,1,0,0,0,0,20,25,25,15,5,10,5,9,8,8,8,6,6,8,2,2,6,3,4,8,7,4,5,3,4,2,10,25,20,15,10,20,0,0,
1142,4,13,0.17,1,0,0,0,1,40,8,10,12,10,20,8,8,8,7,,6,8,6,2,2,6,3,5,8,8,7,8,6,7,3,10,25,20,15,10,20,0,0,
